wallet_id,total_transaction_count,total_transaction_sum,big_transaction_count,big_transaction_sum,small_transaction_count,small_transaction_sum,from_transaction_count,from_transaction_sum,to_transaction_count,to_transaction_sum,to_unique_wallet,from_unique_wallet,from_unique_big,to_unique_big,from_unique_small,to_unique_small,classification
175203,13,25.845933158939587,0,0,1,9.235032984566555,0,0,0,0,1,0,0,0,0,0,Positive
175204,1,18.741720582755384,1,18.741720582755384,1,18.741720582755384,0,0,0,0,0,1,0,0,0,0,Positive
175210,1,20.030118656386467,1,20.030118656386467,1,20.030118656386467,0,0,0,0,0,1,0,0,0,0,Positive
175211,1,20.72326583694641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175224,1,21.253894088008582,1,21.253894088008582,1,21.253894088008582,0,0,0,0,0,1,0,0,0,0,Positive
175226,1,18.79397122907442,1,18.79397122907442,1,18.79397122907442,0,0,0,0,1,1,0,0,0,0,Positive
175227,12,26.61214379527929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
175231,1,19.11382792451231,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175238,1,18.83993317527076,1,18.83993317527076,1,18.83993317527076,0,0,0,0,0,1,0,0,0,0,Positive
175239,1,22.5254840824998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175240,1,21.416413017506358,1,21.416413017506358,1,21.416413017506358,0,0,0,0,0,1,0,0,0,0,Positive
175249,1,23.025850929940457,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
175252,1,24.730599022178883,1,24.730599022178883,1,24.730599022178883,0,0,0,0,0,1,0,0,0,0,Positive
175260,5,25.436096890752367,5,25.436096890752367,5,25.436096890752367,0,0,0,0,0,0,0,0,0,0,Negative
175262,1,24.16500315869921,1,24.16500315869921,1,24.16500315869921,0,0,0,0,0,1,0,0,0,0,Positive
175265,1,17.726505475090704,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Positive
175272,6,27.003820308044837,6,27.003820308044837,6,27.003820308044837,0,0,0,0,0,0,0,0,0,0,Positive
175273,1,20.07617798855939,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
175274,2,23.79035258500647,2,23.79035258500647,2,23.79035258500647,0,0,0,0,1,0,0,0,0,0,Positive
175275,3,25.65090102394572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
175276,2,47.15031415354966,2,47.15031415354966,2,47.15031415354966,0,0,0,0,0,0,0,0,0,0,Negative
175278,22,29.201113845940892,22,29.201113845940892,37,29.20111388655795,0,0,0,0,0,0,0,0,0,0,Negative
175285,1,24.080029029837856,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175300,1,24.97176107899577,1,24.97176107899577,1,24.97176107899577,0,0,0,0,0,1,0,0,0,0,Positive
175307,3,24.81981473668041,2,44.66893220438087,0,0,0,0,0,0,1,0,0,0,0,0,Negative
175311,1,22.780646301987172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175332,1,19.410221937566114,1,19.410221937566114,1,19.410221937566114,0,0,0,0,0,1,0,0,0,0,Positive
175336,1,25.529720006115472,1,25.529720006115472,7,25.530127654549393,0,0,0,0,1,1,0,0,0,0,Positive
175338,3,27.659352016063078,3,27.659352016063078,3,27.659352016063078,0,0,0,0,0,0,0,0,0,0,Negative
175344,10,23.579736043166893,10,23.579736043166893,10,23.579736043166893,0,0,0,0,1,0,0,0,0,0,Positive
175392,1,23.46629761567292,1,23.46629761567292,1,23.46629761567292,0,0,0,0,0,1,0,0,0,0,Positive
175406,1,21.314763883919642,1,21.314763883919642,1,21.314763883919642,0,0,0,0,0,1,0,0,0,0,Positive
175407,4,45.629974045357436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
175410,182,28.246235046510467,182,28.246235046510467,182,28.246235046510467,0,0,0,0,0,0,0,0,0,0,Negative
175414,1,22.1095601980663,1,22.1095601980663,1,22.1095601980663,0,0,0,0,1,1,0,0,0,0,Positive
175416,1,18.35725315749828,1,18.35725315749828,1,18.35725315749828,0,0,0,0,0,1,0,0,1,0,Positive
175419,1,22.33270374938051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175420,1,20.030118656386467,1,20.030118656386467,1,20.030118656386467,0,0,0,0,0,1,0,0,0,0,Positive
175422,2,19.61402835934964,2,19.61402835934964,2,19.61402835934964,0,0,0,0,0,0,0,0,0,0,Positive
175423,2,26.82749907759974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
175441,1,20.230069369086856,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
175447,1,14.254320818542341,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Positive
175449,1,23.69188381800883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175452,1,22.909066456767068,1,22.909066456767068,1,22.909066456767068,0,0,0,0,1,1,0,0,0,0,Positive
175470,1,22.3485770985368,1,22.3485770985368,1,22.3485770985368,0,0,0,0,0,1,0,0,0,0,Positive
175472,1,25.66750325258269,1,25.66750325258269,1,25.66750325258269,0,0,0,0,0,1,0,0,0,0,Positive
175477,1,23.025850929940457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175488,1,22.65976092768179,1,22.65976092768179,1,22.65976092768179,0,0,0,0,0,1,0,0,0,0,Positive
175493,1,18.82614585206053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175497,10,40.89172102705453,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
175501,1,42.3220129111686,1,42.24510505183976,0,0,0,0,0,0,1,1,1,0,0,0,Negative
175508,1,21.321116751955227,1,21.321116751955227,1,21.321116751955227,0,0,0,0,0,1,0,0,0,0,Positive
175512,1,38.193556001827616,1,38.193556001827616,1,38.193556001827616,0,0,0,0,0,1,0,0,0,0,Negative
175518,5,25.192666781908333,5,25.192666781908333,5,25.192666781908333,0,0,0,0,0,0,0,0,0,0,Negative
175519,1,24.157253041431556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175529,1,25.69014630940298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175530,2,40.74163429527312,2,40.74163429527312,2,40.74163429527312,0,0,0,0,1,0,0,0,0,0,Negative
175534,1,20.030118656386467,1,20.030118656386467,1,20.030118656386467,0,0,0,0,0,1,0,0,0,0,Positive
175554,2,21.108528237737055,2,21.108528237737055,2,21.108528237737055,0,0,0,0,0,0,0,0,0,0,Positive
175556,1,17.24949776244942,1,17.24949776244942,1,17.24949776244942,0,0,0,0,0,1,0,0,1,0,Positive
175565,1,24.635288842374557,0,0,7,17.296684183552838,0,0,0,0,1,1,0,0,0,1,Positive
175572,9,25.24284000748437,9,25.24284000748437,9,25.24284000748437,0,0,0,0,1,0,0,0,0,0,Negative
175574,1,23.422041364725487,1,23.422041364725487,1,23.422041364725487,0,0,0,0,1,1,0,0,0,0,Positive
175576,2,23.807553374553663,2,23.807553374553663,2,23.807553374553663,0,0,0,0,0,0,0,0,0,0,Positive
175583,1,20.72277821107624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175584,23,27.184039420803167,23,27.184039420803167,23,27.184039420803167,0,0,0,0,1,1,0,0,0,0,Positive
175587,2,26.18371153674819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
175590,3,26.88236711226034,3,26.88236711226034,3,26.88236711226034,0,0,0,0,1,1,0,0,0,0,Negative
175604,1,21.161520767877565,1,21.161520767877565,1,21.161520767877565,0,0,0,0,0,1,0,0,0,0,Positive
175611,8,27.513602638812625,0,0,1,15.424948470398375,0,0,0,0,1,1,0,0,0,0,Positive
175620,1,18.410630408098864,1,18.410630408098864,1,18.410630408098864,0,0,0,0,0,1,0,0,1,0,Positive
175623,1,39.005567693199474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative
175625,1,23.43131603804862,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175630,1,19.11382792451231,1,19.11382792451231,1,19.11382792451231,0,0,0,0,0,1,0,0,0,0,Positive
175641,2,22.433799042193847,0,0,1,18.32691936413789,0,0,0,0,1,0,0,0,0,1,Positive
175651,1,26.701645144505736,0,0,2,10.126631103850338,0,0,0,0,1,1,0,0,0,0,Positive
175653,3,25.796562892167376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
175655,1,21.883286753743164,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175656,1,23.942141661814613,1,23.942141661814613,1,23.942141661814613,0,0,0,0,0,1,0,0,0,0,Positive
175663,1,23.942141661814613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175664,1,22.101275978478604,1,22.101275978478604,1,22.101275978478604,0,0,0,0,1,1,0,0,0,0,Positive
175669,2,22.203943119008066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
175675,1,17.174997634008005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
175677,3,21.632293926765854,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative
175680,1,23.7189981105004,1,23.7189981105004,1,23.7189981105004,0,0,0,0,0,1,0,0,0,0,Positive
175683,1,25.649685841355037,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
175686,1,19.770642756574777,1,19.770642756574777,1,19.770642756574777,0,0,0,0,0,1,0,0,0,0,Positive
175691,1,19.87463375354607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175692,1,18.890684373198102,1,18.890684373198102,1,18.890684373198102,0,0,0,0,0,1,0,0,0,0,Positive
175699,1,24.637226713369078,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175701,3,19.744886912758833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
175710,3,23.667704816112852,3,23.667704816112852,3,23.667704816112852,3,23.667704816112852,0,0,0,0,0,0,0,0,Negative
175713,3,20.5001222856322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
175715,1,27.03318411517293,0,0,1,9.400960731584833,0,0,0,0,1,1,0,0,0,1,Positive
175717,1,21.128730945054574,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175728,2,20.393750244666215,2,20.393750244666215,2,20.393750244666215,0,0,0,0,1,0,0,0,0,0,Positive
175731,14,27.5481437901163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
175738,1,21.643548590090102,1,21.643548590090102,1,21.643548590090102,0,0,0,0,0,1,0,0,0,0,Positive
175743,1,13.814776288454386,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
175747,1,22.334701752043184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175755,4,20.55060836093107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
175766,1,18.47894965207634,1,18.47894965207634,1,18.47894965207634,0,0,0,0,0,1,0,0,0,0,Positive
175770,4,25.019734583258646,4,25.019734583258646,4,25.019734583258646,0,0,0,0,1,0,0,0,0,0,Positive
175774,2,25.510757579728455,2,25.510757579728455,2,25.510757579728455,0,0,0,0,1,0,0,0,0,0,Positive
175775,1,18.420680743952367,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
175776,1,17.218610961065288,1,17.218610961065288,1,17.218610961065288,0,0,0,0,0,1,0,0,1,0,Positive
175779,1,22.80270737862625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175780,1,21.82187812561452,1,21.82187812561452,1,21.82187812561452,0,0,0,0,0,1,0,0,0,0,Positive
175800,12,29.459874542624142,12,29.459874542624142,12,29.459874542624142,0,0,0,0,0,0,0,0,0,0,Negative
175802,2,19.79964530762018,2,19.79964530762018,2,19.79964530762018,0,0,0,0,0,0,0,0,0,0,Positive
175806,1,43.22483788668514,1,43.22483788668514,1,43.22483788668514,0,0,0,0,0,1,1,0,0,0,Negative
175809,8,44.48960934808656,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
175817,1,18.383482903411977,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
175821,8,25.977821346231256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
175824,1,22.507557784172338,1,22.507557784172338,1,22.507557784172338,0,0,0,0,0,1,0,0,0,0,Positive
175826,1,23.43131603804862,1,23.43131603804862,1,23.43131603804862,1,23.43131603804862,0,0,0,1,0,0,0,0,Positive
175830,1,19.114269691918718,1,19.114269691918718,1,19.114269691918718,0,0,0,0,0,1,0,0,0,0,Positive
175832,1,22.33270374938051,1,22.33270374938051,1,22.33270374938051,0,0,0,0,0,1,0,0,0,0,Positive
175833,1,18.132779194083845,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
175834,1,22.33270374938051,1,22.33270374938051,1,22.33270374938051,0,0,0,0,0,1,0,0,0,0,Positive
175839,2,23.487867429506274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
175841,1,20.751988895877027,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
175842,6,21.31105250184853,6,21.31105250184853,6,21.31105250184853,0,0,0,0,0,0,0,0,0,0,Positive
175844,1,17.933180994337075,1,17.933180994337075,1,17.933180994337075,0,0,0,0,0,1,0,0,1,0,Positive
175847,1,27.343339043476767,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
175850,1,21.128730945054574,1,21.128730945054574,1,21.128730945054574,0,0,0,0,0,1,0,0,0,0,Positive
175857,1,20.43558376449463,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175860,1,21.82187812561452,1,21.82187812561452,1,21.82187812561452,0,0,0,0,0,1,0,0,0,0,Positive
175861,1,24.413747506826883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175866,11,20.367120467044305,11,20.367120467044305,15,20.64167696791454,0,0,0,0,1,0,0,0,0,1,Positive
175868,1,17.95785131845463,1,17.95785131845463,1,17.95785131845463,0,0,0,0,1,1,0,0,1,0,Positive
175870,1,20.72326583694641,1,20.72326583694641,1,20.72326583694641,0,0,0,0,0,1,0,0,0,0,Positive
175872,1,24.422366129877393,1,24.422366129877393,1,24.422366129877393,0,0,0,0,0,1,0,0,0,0,Positive
175873,1,23.208172486734412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175878,3,23.379491593362566,3,23.379491593362566,3,23.379491593362566,0,0,0,0,0,0,0,0,0,0,Negative
175881,1,21.821963922267216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175882,1,19.269163616221277,1,19.269163616221277,1,19.269163616221277,0,0,0,0,0,1,0,0,0,0,Positive
175884,1,23.025850929940457,1,23.025850929940457,1,23.025850929940457,0,0,0,0,0,1,0,0,0,0,Positive
175890,10,27.586083957197875,10,27.586083957197875,10,27.586083957197875,0,0,0,0,0,1,0,0,0,0,Positive
175904,2,24.501688875970334,2,24.501688875970334,2,24.501688875970334,0,0,0,0,1,0,0,0,0,0,Positive
175905,1,20.030118656386467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175908,4,23.700070100614884,4,23.700070100614884,4,23.700070100614884,0,0,0,0,0,0,0,0,0,0,Positive
175923,1,22.249800130968392,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175932,15,21.337966581737646,15,21.337966581737646,21,21.565159169432977,0,0,0,0,0,0,0,0,0,0,Negative
175935,4,20.595955068628413,0,0,3,19.06111262481744,0,0,0,0,1,0,0,0,0,1,Positive
175936,1,20.47480447764791,1,20.47480447764791,1,20.47480447764791,0,0,0,0,0,1,0,0,0,0,Positive
175942,1,22.60565752636733,1,22.60565752636733,1,22.60565752636733,0,0,0,0,1,1,0,0,0,0,Positive
175945,1,20.22721015196606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175956,1,20.72326583694641,1,20.72326583694641,1,20.72326583694641,0,0,0,0,0,1,0,0,0,0,Positive
175958,1,22.463732011786917,1,22.463732011786917,1,22.463732011786917,0,0,0,0,0,1,0,0,0,0,Positive
175965,2,22.718015871247967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
175968,1,22.182998839125077,1,22.182998839125077,1,22.182998839125077,0,0,0,0,0,1,0,0,0,0,Positive
175969,2,23.819846774998343,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
175970,1,20.01254665511321,1,20.01254665511321,1,20.01254665511321,0,0,0,0,0,1,0,0,0,0,Positive
175975,1,18.397616804353813,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Positive
175977,1,20.261230377349854,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175981,1,22.33270374938051,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
175983,1,21.059738073567623,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175988,1,18.60300230074632,1,18.60300230074632,1,18.60300230074632,0,0,0,0,1,1,0,0,0,0,Positive
175989,1,19.519293032620475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
175991,1,25.163474441153898,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
176006,1,21.465853439260112,1,21.465853439260112,1,21.465853439260112,0,0,0,0,0,1,0,0,0,0,Positive
176022,1,20.72226533661283,1,20.72226533661283,1,20.72226533661283,0,0,0,0,0,1,0,0,0,0,Positive
176031,2,18.44622203046347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
176034,2,27.083262601457363,2,27.083262601457363,2,27.083262601457363,0,0,0,0,0,0,0,0,0,0,Positive
176036,1,31.032218497590705,1,31.032218497590705,1,31.032218497590705,0,0,0,0,1,1,0,0,0,0,Negative
176037,1,25.66065937882544,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176055,1,20.183422148880428,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176058,1,25.700080541606695,1,25.700080541606695,1,25.700080541606695,0,0,0,0,1,1,0,0,0,0,Positive
176062,1,16.656816363664984,1,16.656816363664984,1,16.656816363664984,0,0,0,0,0,1,0,0,1,0,Positive
176073,1,17.951510895015204,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
176085,40,34.036979489498805,0,0,1,9.362460420037015,0,0,0,0,1,0,0,0,0,1,Positive
176088,1,17.05133588501179,1,17.05133588501179,1,17.05133588501179,0,0,0,0,0,1,0,0,1,0,Positive
176091,3,44.34321277453857,1,42.352849089323655,0,0,0,0,0,0,1,0,0,0,0,0,Negative
176094,2,21.97602880544178,2,21.97602880544178,2,21.97602880544178,0,0,0,0,1,0,0,0,0,0,Positive
176095,1,21.51172319731068,0,0,1,17.111347423968603,0,0,0,0,1,1,0,0,0,1,Positive
176096,1,18.77219780887345,1,18.77219780887345,1,18.77219780887345,0,0,0,0,0,1,0,0,0,0,Positive
176097,8,29.65776608994591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
176099,1,20.840289151198668,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
176104,1,22.33270374938051,1,22.33270374938051,1,22.33270374938051,0,0,0,0,1,1,0,0,0,0,Positive
176106,2,18.246327356807587,2,18.246327356807587,3,19.004481352856043,0,0,0,0,1,0,0,0,0,1,Positive
176107,1,20.030118656386467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176109,5,26.209736058506103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
176115,1,21.816454536843693,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
176119,1,19.817515209994305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176133,1,17.50439001207821,0,0,1,17.588471889771853,0,0,0,0,1,1,0,0,1,1,Positive
176139,10,41.15884963721484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
176141,1,20.72825337845745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176153,1,23.53914295563509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176158,1,24.124463218608568,1,24.124463218608568,1,24.124463218608568,0,0,0,0,0,1,0,0,0,0,Positive
176178,1,44.84772905555498,1,44.84772905555498,1,44.84772905555498,0,0,0,0,0,1,1,0,0,0,Negative
176190,5,41.851996786667655,5,41.851996786667655,5,41.851996786667655,0,0,0,0,0,0,0,0,0,0,Negative
176193,4,24.996616615762754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
176199,2,22.74388744674406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
176204,1,17.81438123698338,1,17.81438123698338,1,17.81438123698338,0,0,0,0,0,1,0,0,1,0,Positive
176213,1,18.420680743952367,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
176215,1,21.874154270179893,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
176241,3,25.75986876784247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative
176254,1,23.942141661814613,1,23.942141661814613,1,23.942141661814613,0,0,0,0,1,1,0,0,0,0,Positive
176268,1,23.025088869946483,1,23.025088869946483,1,23.025088869946483,0,0,0,0,0,1,0,0,0,0,Positive
176277,1,20.030118656386467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176282,1,20.523594641817343,1,20.523594641817343,1,20.523594641817343,0,0,0,0,0,1,0,0,0,0,Positive
176283,1,21.350713559275356,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
176286,1,20.459886470837535,1,20.459886470837535,1,20.459886470837535,0,0,0,0,0,1,0,0,0,0,Positive
176289,1,22.044061933322137,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176292,1,20.6063705947098,1,20.6063705947098,1,20.6063705947098,0,0,0,0,1,1,0,0,0,0,Positive
176295,1,14.204234308305649,0,0,1,17.218610961065288,0,0,0,0,1,1,0,0,1,1,Positive
176296,1,22.515025306174465,1,22.515025306174465,1,22.515025306174465,0,0,0,0,0,1,0,0,0,0,Positive
176311,1,23.241194218148397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176319,1,16.11809565095832,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
176322,4,20.32761243622224,4,20.32761243622224,4,20.32761243622224,0,0,0,0,0,0,0,0,0,0,Positive
176325,2,21.244660076031895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
176328,1,18.675322962325946,1,18.675322962325946,1,18.675322962325946,0,0,0,0,0,1,0,0,0,0,Positive
176334,14,29.073892278235242,14,29.073892278235242,14,29.073892278235242,0,0,0,0,1,1,0,0,0,0,Negative
176335,1,25.551579574248713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176337,7,28.97909426422824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
176346,3,19.703887038777765,3,19.703887038777765,4,19.94460584544019,0,0,0,0,1,0,0,0,0,1,Negative
176353,1,21.416413017506358,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
176356,1,24.878917218807636,1,24.878917218807636,1,24.878917218807636,0,0,0,0,1,1,0,0,0,0,Positive
176362,1,24.28081801615416,1,24.28081801615416,1,24.28081801615416,0,0,0,0,0,1,0,0,0,0,Positive
176363,1,24.357881031143123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176383,1,18.22879358228871,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
176391,8,24.739881977353132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
176395,1,22.920490414282632,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176406,7,20.337412161387288,7,20.337412161387288,7,20.337412161387288,0,0,0,0,0,0,0,0,0,0,Positive
176407,1,23.7186980654914,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176439,2,20.511435268099362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
176451,2,20.45040669338627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
176454,1,18.84377578743676,1,18.84377578743676,1,18.84377578743676,0,0,0,0,0,1,0,0,0,0,Positive
176469,18,29.072608663935355,0,0,2,10.222595614987762,0,0,0,0,1,0,0,0,0,0,Negative
176490,3,23.12152468000874,3,23.12152468000874,3,23.12152468000874,0,0,0,0,1,1,0,0,0,0,Negative
176494,1,22.07781149975172,1,22.07781149975172,3,22.103367311668894,0,0,0,0,1,1,0,0,0,1,Positive
176503,1,24.261422977663145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176507,1,19.52262082271315,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176508,1,17.72753356339242,1,17.72753356339242,1,17.72753356339242,0,0,0,0,0,1,0,0,1,0,Positive
176509,1,16.209198081498222,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
176511,1,19.143557585943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176514,3,21.371563266725992,3,21.371563266725992,3,21.371563266725992,0,0,0,0,0,0,0,0,0,0,Negative
176517,3,25.37028674734347,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
176520,2,21.14304796564937,2,21.14304796564937,2,21.14304796564937,0,0,0,0,0,0,0,0,0,0,Positive
176528,1,22.332703988780484,1,22.332703988780484,1,22.332703988780484,0,0,0,0,0,1,0,0,0,0,Positive
176529,6,20.070070586750653,0,0,1,17.94149053500129,0,0,0,0,1,0,0,0,0,1,Positive
176533,1,22.09548169868105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176545,2,26.57991273598647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
176559,6,24.123620863927457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
176565,9,26.35753205317261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
176568,1,21.82187812561452,1,21.82187812561452,1,21.82187812561452,0,0,0,0,0,1,0,0,0,0,Positive
176570,1,21.89866631230601,1,21.89866631230601,1,21.89866631230601,0,0,0,0,0,1,0,0,0,0,Positive
176573,1,18.420680743952367,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
176578,1,14.22097566607244,1,14.22097566607244,1,14.22097566607244,0,0,0,0,0,1,0,0,1,0,Positive
176581,1,22.848349251886507,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
176588,1,20.75809636096031,1,20.75809636096031,1,20.75809636096031,0,0,0,0,0,1,0,0,0,0,Positive
176595,3,42.42146860119971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
176605,2,23.7189981105004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
176625,5,22.515025306174465,0,0,1,17.662888369898887,0,0,0,0,0,0,0,0,0,0,Negative
176627,1,16.523560759066484,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
176628,2,20.428076042615107,2,20.428076042615107,2,20.428076042615107,0,0,0,0,0,0,0,0,0,0,Positive
176640,1,23.081291079576282,1,23.081291079576282,1,23.081291079576282,0,0,0,0,0,1,0,0,0,0,Positive
176645,1,21.178399766266427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176664,1,20.63183488071554,1,20.63183488071554,1,20.63183488071554,0,0,0,0,0,1,0,0,0,0,Positive
176665,1,22.35607158239878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176670,1,18.797187236337685,1,18.797187236337685,1,18.797187236337685,0,0,0,0,1,1,0,0,0,0,Positive
176678,1,20.030118656386467,1,20.030118656386467,1,20.030118656386467,0,0,0,0,0,1,0,0,0,0,Positive
176681,1,20.72326583694641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
176685,1,19.828614965190795,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
176692,1,21.98116141731091,1,21.98116141731091,1,21.98116141731091,0,0,0,0,0,1,0,0,0,0,Positive
176700,8,24.30678477540252,8,24.30678477540252,8,24.30678477540252,0,0,0,0,0,0,0,0,0,0,Positive
176721,2,21.965547974341092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
176730,6,24.491649392172945,6,24.491649392172945,7,24.493955666257914,0,0,0,0,1,0,0,0,0,0,Positive
